text,label
"This movie has a slew of great adult stars but fails to get you interested in a way an adult film should. Among all the stars you couldn't get your kicks from any of the scenes. The movie is shot in a dream like middle age set which is embarrassingly cheesy. The acting is worse than Keanu Reeves, the sex scenes are as exciting as listening to your neighbor talk about their kid in college, and the dialogue is the worse I have seen in a movie. The plot also was worse by ten fold. I'd stick to the amateur route. The audio commentary was useless since it's a skin flick but even then that was bad too. Unless your a diehard Jenna Jameson fan there is little here. 4/10",0
"Jennifer's Shadow is set in Argentina & starts as Jennifer Cassi (Gina Philips) arrives there after her sister Johanna dies. Jennifer is left Johanna's large house in her will, Jennifer decides to sell the house & head back to Los Angeles even though her Grandmother Mary Ellen (Faye Dunaway) is opposed to the sale. However strange things begin to happen, Jennifer starts having nightmares about Ravens pecking at her & she starts to feel very ill. After a check up in hospital it seems that one of her kidney's have mysteriously disappeared, what is happening to Jennifer? Is it an ancient family curse? Will Jennifer be the next to succumb to it...<br /><br />This Argentinian American co-production was co-written & co-directed by Daniel de la Vega & Pablo Parés & is a really dull waste of ninety odd minutes, a tedious & predictable modern ghost story that I would imagine will put more people to sleep sooner than scare them. The script by Vega, Parés & P.J. Pettiette is pretty slow going & tedious which is not what anyone wants, I mean I'm sure most people don't want to sit down & be bored out of their skulls. The character's are all uninteresting & fairly faceless with little or no motivation for anything they do. For instance who is that graveyard caretaker guy? How did he know about the demons? What is his interest & motivation for getting involved? I couldn't see it. Jennifer herself is a pretty unlikable & bland leading lady, her Grandmother Mary Allen is as clichéd as they come & it's surprising that she is so obviously the villain. I mean for this sort of mystery based horror/ghost story it's surprisingly predictable & routine. There are gaps in both logic & the story which together with the terrible twist ending which isn't much of a twist I didn't like Jennifer's Shadow one iota.<br /><br />Directors Vega & Parés goes down the much used route of bleaching almost all of the colour from the picture which often renders it not too far from black and white, I suspect that they wanted to give it a period Gothic feel but it's been done so many times before & often so much better that it didn't do much for me at all & just makes the whole film look dull & lifeless. There's a definite 40's period look as well, from the costumes to the interior of the large house but again it's rather half hearted & cheap looking. Jennifer's Shadow is well made but it's rather forgettable, it's not scary or creepy & it's rather predictable. If that wasn't enough there's no gore either, there's a few scenes of Ravens pecking away at people & a beating heart but nothing else.<br /><br />With a supposed budget of about $1,000,000 & retitled to The Chronicles of the Raven for it's US & international DVD release this is reasonably well made but a million won't buy you too much these days & Jennifer's Shadow pretty much proves that theory. There are too many scenes of actor's speaking in thick Argentinian accents as well, even though it might be realistic I actually like to be able to understand what people are saying. The acting is alright although Dunaway overacts badly & is obviously there for the money.<br /><br />Jennifer's Shadow is a rubbishy ghost film that I thought was a total bore from start to finish, I would rather watch The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!? (1964) again instead. A total waste of time.",0
"The Bourne Ultimatum - Jason Bourne (Matt Damon in his best role ever), the newest spy kid on the block, brings his quest for his identity to a close as he also seeks to end the CIA's latest program ""Blackbriar"" to make super assassins like himself.<br /><br />I was so psyched for this one that I watched it's predecessors yesterday and today. Identity was as brilliant as I recall and Supremacy remains the weak (but still enjoyable) link in the chain for the weakest plot and, aside from a car chase which this film's chase easily tops, slight lacking in action and suspense.<br /><br />Hoo boy, does Ultimatum have suspense! Even when you know Bourne will escape the authorities (and boy do these films spotlight the police as inept), it's still brilliant watching him do it. It's mind-boggling to think that two guys with handguns and mopeds can create 10x more suspense than anything those $150 million giant robots did in Transformers.<br /><br />Chalk it up to Paul Greengrass, who has this idiosyncratic style of shooting stedicam a la documentary, even though he's filming characters that are far from ordinary, in places like CIA headquarters where no one within 10 miles would be allowed with a camcorder. He seemed to listen to my various complaints with Supremacy, as the action in Ultimatum is nothing less than awe-inspiring, with various implements used as weapons being a candlestick, a hardcover book (I'll never look at those the same way again) and an electric fan (Don't ask). The music also helped generate much suspense, and there was hardly ever a moment to not nail-bite over.<br /><br />The acting is good, and the evolution of Julia Stiles' character ""Nicky"" put her situation into a new highly sympathetic light. Damon plays his signature role with reserve but competency (which sounds minor but that it genuinely looks like Matt Damon could evade the CIA and Interpol is something), but noticeable moments of poignancy as he still struggles to find his humanity. This longing of his for a real life could get boring, and almost did in Supremacy, but just works better in Ultimatum (better script). <br /><br />I am reminded of a scene in ""Goldeneye"" (the only good Pierce Brosnan Bond film) in which Sean Bean's character asks James if the martinis ever silence the screams of all the men he's killed. Bourne regrets all the people he killed, and he considers (or at least made me consider) the meaning of action without purpose, life without meaning, and how the government has transformed men into resources. Albeit, resources that know Krav Maga and can make weapons out of anything.<br /><br />Sidenote: it's always bothered me that, despite being a superspy and hunted by the CIA, Interpol, and the police nearly ANYWHERE he goes, that Bourne never thought to make even the smallest attempts to disguise his features or forge some new passports. Sunglasses maybe? <br /><br />If you have a pulse and love action movies, than Bourne Ultimatum is for you. Hell, it's probably the best action film to come out this year. Of course, you'd be a fool to see it without watching the others first. It kind of drags a touch near the end, but I almost feel tempted to overlook that. This is the first ""3"" movie this summer to at least match, if not exceed, the original and that is saying something.<br /><br />A-",1
"Cage (1989) was another one of those low budget ""buddy"" action flicks that were produced during the 80's thanks in large part due to the films such as 48hrs. and Lethal Weapon. This one stars Reb Brown and Lou Ferrigno as to former Vietnam Vets who happen to run a local dive bar. Reb takes care of Lou because he saved his life in 'Nam. But Lou was shot in the head and is now pretty soft. Although he's huge, Lou has the brain of a child. One day some ruffians throw their wait around in the bar and Lou and Rebb beat the tar out of them. But payback's a mother. They crash the bar leaving Lou and Reb with nothing. That is until these two thugs come into the picture (one of them's a real nice guy) who have a plan in mind.<br /><br />The film's a waste of time. Maybe if they went all they way and made a hard core action flick instead of trying to tone down the gruesomeness of the situation perhaps it could have worked. Alas, it doesn't and the audience is left holding the bag. Oh well. It's too bad because you have all the elements for a great B-movie. Better luck next time, I guess.<br /><br />Not recommended.<br /><br />xxx",0
"Awful, simply awful. It proves my theory about ""star power."" This is supposed to be great TV because the guy who directed (battlestar) Titanica is the same guy who directed this shlop schtock schtick about a chick. B O R I N G.<br /><br />Find something a thousand times more interesting to do - like watch your TV with no picture and no sound. 1/10 (I rated it so high b/c there aren't any negative scores in the IMDb.com rating system.)<br /><br />-Zaphoid<br /><br />PS: My theory about ""star power"" is: the more ""star power"" used in a show, the weaker the show is. (It's called an indirect proportionality: quality 1/""star power"", less ""sp"" makes for better quality, etc. Another way to look at it is: ""more is less."")<br /><br />-Z",0
"***SPOILER*** Do not read this, if you think about watching that movie, although it would be a waste of time. (By the way: The plot is so predictable that it does not make any difference if you read this or not anyway)<br /><br />If you are wondering whether to see ""Coyote Ugly"" or not: don't! It's not worth either the money for the ticket or the VHS / DVD. A typical ""Chick-Feel-Good-Flick"", one could say. The plot itself is as shallow as it can be, a ridiculous and uncritical version of the American Dream. The young good-looking girl from a small town becoming a big success in New York. The few desperate attempts of giving the movie any depth fail, such as the ""tragic"" accident of the father, the ""difficulties"" of Violet's relationship with her boyfriend, and so on. McNally (Director) tries to arouse the audience's pity and sadness put does not have any chance to succeed in this attempt due to the bad script and the shallow acting. Especially Piper Perabo completely fails in convincing one of ""Jersey's"" fear of singing in front of an audience. The only good (and quite funny thing) about ""Coyote Ugly"" is John Goodman, who represents the small ray of hope of this movie.<br /><br />I was very astonished, that Jerry Bruckheimer produced this movie. First ""Gone In 60 Seconds"" and now this... what happened to great movies like ""The Rock"" and ""Con Air""? THAT was true Bruckheimer stuff.<br /><br />If you are looking for a superficial movie with good looking women just to have a relaxed evening, you should better go and see ""Charlie's Angels"" (it's much more funny, entertaining and self-ironic) instead of this flick.<br /><br />Two thumbs down (3 out of 10).",0
"This movie set out to be better than the average action movie and in that regard they succeeded.This movie had spectacular cinematography featuring spectacular mountain snow and heights,a very fit Stallone putting in a good performance as well,an exciting plot,and a great performance from it's main villain becouse he will really shock you with his evil ways.The movie does not rank an all time great becouse of the weak screen play.The plot and story cries for this movie to make Stallone an extra special human,much like the Rambo or Rocky or Bond movie characters.They chose to humanise Stallone's character in this one which is ok but considering the plot's style,weakens the excitement factor.Also,the dialogue was cheesy and carelessly condescending at times.The script should have been more realistic and less ""talky"".Another weak point was the unrealistic shooting scenes.The movie makers should have been more carefull how they hadled the shooting hits and misses.They should have continued the quality of the scenes of the shooting sequences during the plane hijacking early in the movie.Instead,they decided to water down a lot of the shooting sequences (ala ""A-Team"" TV series) as soon as the villains set foot on the mountain tops.This movie had a lot of all time great potential.Crisper action sequences,better dialogue and more Rambo/Rocky style emotion/determination from Stallone would have taken this movie to a higher level.I know this was not Stallone's fault.I sense the movie's director wanted to tone down Stallone's character and try to steal the movie by taking credit for his direction which was not all that great if not for his cinematographer.Sill a good movie though........",1
"When I first saw this movie, the first thing I thought was this movie was more like an anime than a movie. The reason is because it involves vampires doing incredible stunts. The stunts are very much like the Matrix moves like the moving too fast for bullets kinda thing and the jumping around very far. Another reason why I the movie is good is because the adorable anime faces they do during the movie. The way Gackt does his pouting faces or just the way they act, VERY ANIME. I think that it's a really good movie to watch. ^_^ The action in this movie is a 10 (not to mention Gackt and Hyde too are a 10). ^_~ If you are Gackt and Hyde fans, you have to see it.",1
"To bad for this fine film that it had to be released the same year as Braveheart. Though it is a very different kind of film, the conflict between Scottish commoners and English nobility is front and center here as well. Roughly 400 years had passed between the time Braveheart took place and Rob Roy was set, but some things never seemed to change. Scottland is still run by English nobles, and the highlanders never can seem to catch a break when dealing with them. Rob Roy is handsomely done, but not the grand epic that Braveheart was. There are no large-scale battles, and the conflict here is more between individuals. And helpfully so not all Englishmen are portrayed as evil this time. Rob Roy is simply a film about those with honor, and those who are truly evil.<br /><br />Liam Neeson plays the title character Rob Roy MacGregor. He is the leader of the MacGregor clan and his basic function is to tend to and protect the cattle of the local nobleman of record known as the Marquis of Montrose (John Hurt). Things look pretty rough for the MacGregor clan as winter is approaching, and there seems to be a lack of food for everyone. Rob Roy puts together a plan to borrow 1000 pounds from the Marquis and purchase some cattle of his own. He would then sell them off for a higher price and use the money to improve the general well-being of his community. Sounds fair enough, doesn't it? Problems arise when two cronies of the Marquis steal the money for themselves. One of them, known as Archibald Cunningham, is perhaps the most evil character ever put on film. Played wonderfully by Tim Roth, this man is a penniless would-be noble who has been sent to live with the Marquis by his mother. This man is disgustingly effeminate, rude, heartless, and very dangerous with a sword. He fathers a child with a hand maiden and refuses to own up to the responsibility. He rapes Macgregor's wife and burns him out of his home. This guy is truly as rotten as movie characters come. Along with another crony of the Marquis (Brian Cox) Cunningham steals the money and uses it to settle his own debts. Though it is painfully obvious to most people what happened, the Marquis still holds MacGregor to the debt. This sets up conflict that will take many lives and challenge the strengths of a man simply fighting to hold on to his dignity.<br /><br />Spoilers ahead!!!!!<br /><br />Luckily for the MacGregor's, a Duke who is no friend to the Marquis sets up a final duel between Rob Roy and Cunningham to resolve the conflict one and for all. This sword fight has been considered by many to be one of the best ever filmed. Cunningham is thought by many to be a sure winner with his speed and grace. And for most of the fight, it looks like these attributes will win out. Just when it looks like Rob Roy is finished, he turns the tables in a shockingly grotesque manner. The first time you see what happens, you will probably be as shocked as Cunningham! Rob Roy is beautifully filmed, wonderfully acted, and perfectly paced. The score is quite memorable, too. The casting choices seem to have worked out as Jessica Lange, who might seem to be out of her element, actually turns in one of the strongest performances as Mary MacGregor. The film is violent, but there isn't too much gore. It is a lusty picture full of deviant behavior, however. The nobility are largely played as being amoral and sleazy. The film has no obvious flaws, thus it gets 10 of 10 stars.<br /><br />The Hound.",1
"No, this wasn't one of the ten worst films of the 1980's, but it certainly skirts the bottom 100 somewhere. This movie looks like it was put on the shelf for two or three years and then released in 1981. How else would you explain special effects pre-dating ""An American Werewolf in London,"" disco still being considered cool, and Ronald Reagan not being the 40th President of the United States? While we're at it, let's not overlook those 1970's hairstyles in the 1950's and '60's. I've seen more of that here than in ""Happy Days"" & ""Laverne & Shirley"" combined.<br /><br />The one woman who elevates this movie to the ""so bad, it's good"" category was the late, great Elizabeth Hartman, but just barely. Biff plays as Miss Montgomery, the mousey high school teacher who becomes a sexpot, a stereotype that's been done to death and is still being churned out by Hollywood today, but even as a ""hot chick"" she retains her mousey qualities. Her call for help is evidence of this. She also looks much better as Miss Wimp. ""Seven bucks at the beauty parlor, shot to hell."" She wasn't kidding.<br /><br />This isn't to say that there aren't any good parts elsewhere, they're just few and far between, and I'm not just saying that because I like Hartman. Incidentally, ""Teen Wolf"" was better than this. ""Teen Wolf Too"" was better than this, and that wasn't even so good.<br /><br />",0
"Antwone Fisher's story of childhood neglect and abuse is an inspiration to all among us who witnessed or even experienced the plight of foster children. Abandoned by a troubled mother, Antwone has never met his father. Growing up with ""church going"" abusers who use the ""n-word"" not only to intimidate and hurt but also as a term of endearment, as a young man witnessing how his best friend is killed in a hold-up, enduring racial slurs and being teased while serving in the Navy, Antwone's anger is slowly turned into positive power when counseled by a Navy psychiatrist, and a love enters his life.<br /><br />The scene where Antwone meets his birth mother is one of the most powerful moments in the film. Stunned by the unexpected confrontation, the woman listens in silence to hear the young man tell her how he has lived a life without crime, addictions to drugs, fathering children left and right, all despite his utterly adverse circumstances.<br /><br />If that scene wasn't powerful enough, the very next one drives it home (and opens the flood gates): A reception to welcome home Antwone; dozens of smiling faces and open arms announcing that HE is part of this great family.<br /><br />One of the messages delivered by this wonderful film is that there are many well-meaning and sincere people working to help orphans and unwanted children. Even if some of the homes and administrators don't seem to care and appear self-serving, many do give it their all. The character who found Antwone's ""file"" once he disclosed the circumstances of his birth is one of those ""bright lights"" in the darkness of the system.<br /><br />The DVD includes a French Language track, various subtitle choices, as well as additional features and information about foster parenting.<br /><br />As a Clevelander I appreciated the location footage. No matter where you are from, you will be deeply moved by this autobiographical gem.",1
"I have seen this movie many times, (and recently read the book the movie is based on) and every time I see it, I just want to slap all four of them. The fact that they don't clue in to the fact that Tom Hank's character is flipping into his D&D(oops M&M) :) persona (""Oh, he's just acting in character."") outside of the gaming session. That and the fact that after three months of therapy, let's just destroy all that and feed his delusions! These kind of people are what give RPGs a bad name.<br /><br />Also the corny 'love ballad', and the music done by 'cat on a piano' and 'stop us if we get too annoying' are almost enough to set your teeth on edge!",0
"I wanted to read the other comments before leaving my review and the majority definately rules: This movie is aweful! From the acting to the non-realistic animation to the countless errors. I was actually hoping that the flaps would have been extended by a stretch of the imagination (can't extend flaps without engines). The landing gear cannot be lowered unless you have electricity. That tiny little fan that was going was not sufficient by any stretch to lower the landing gear. The one thing I thought was quite peculiar is when they landed, the back wheels touched down and then the nose one broke off, thus suspending the plane with both back tires in the air. How did the captain apply left and right brakes to tires that weren't touching the ground? Did they forget the spoilers? Word to the director: Find out *all* you can about planes before attempting a ""plane"" movie. Sorry for the technical rant, but I give this movie 1/10.",0
"For two of the funniest comedians, the movie was awful. Fast forwarded it and never got any better! Waste of time and waste of money! Tina Fey is such a great writer, I thought that she would be so great in the comedy. The previews were so great, but they only showed the best parts of the movie. My husband even thought that for a chick flick, it sucked. What is up with that. Movie was very slow ans boring. I will not recommend it to anyone at this time. I would like my money back for this one! BOO from us here in Arizona. Thanks but no thanks. Who does this kind of stupid stuff to make people think that you are pregnant. I thought that it was going to be so funny, I have had my own children and I have helped others have children. It could have been more along the lines of reality.",0
"Good story and excellent animation. The influence of Frazetta and Bakshi are obvious, and that's a good thing. Anyone that enjoys Conan the Barbarian or the game Dungeons and Dragons should enjoy it. The battle between good and evil is clear cut even though it may appear that at times our hero is neutral. Most often in fantasy movies Elves are usually portrayed as having white skin and blond hair and goblins and orcs have dark skin and hair. Anyone familiar with Frazetta's, Bakshi's, or even Tolkien's work know they are not racist. Anyone that enjoys Fantasy movies should like this movie. It is not for young children due to violence and sexual innuendo. The casting was well done and the scenes and music are first rate. I hope someone puts this gem on DVD soon. I consider myself lucky to have a VHS copy in good condition.",1
"Everyone in a while, Disney makes one of thoes movies that surprises everyone. One that keeps you wondering until the very end. In the tradition of Pirates of the Caribbean, this movie is sure to turn into a ghost, and kill and rape your village. It's terrible. If you want a mindless, senseless, predictable ""action"" movie, go right ahead. I believe that young kids might enjoy this, as they like it when Good ALWAYS wins. But me, I like movies where it's a toss up who's going to win. This movie never lets the Bad Guys have the upper hand. By the end, when th heroes are left in an ""inescapeable"" pit, you just KNOW that they can get out. Everything works out perfect for Cage and his friends, he never has to think over a riddle or clue for more than 10 seconds, no matter how complex it is. See this movie if you want to see some impressive set designs, not if you want to see good acting, or a good film. Go watch a superman movie, it would be much shorter, and the kids would like it more. For instance, the scene where Cage is fleeing from armed gunmen, and the bullets are all deflected by a the railing of a fire escape. (And I'm not talking about a fence or anything, just ONE LITTLE POLE) This movie shows the decay of films and the film industry to cheap gags and dull, unrealistic action, which this movie provides in huge quantities.",0
"quote by Nicolas Martin (nicmart) from Houston, TX: ""Fine film, but DVD ""reformatted for TV"", 8 April 2002 - This is a charming and emotive film. On the other hand, the DVD I purchased has been ""reformatted to fit your TV"" by the clods at Columbia Tristar. There is no excuse for not providing the film in widescreen format, except that Hollywood treats all films like the moronic, disposable trash that it is so used to producing. What a shame.""<br /><br />What a (criminal!) shame indeed. However, there is another version out though. See here for details http://www.dvdbeaver.com/film/DVDCompare2/kingofmasks.htm<br /><br />Wonderful performances by the two main actors (The King and Doggie) BTW.",1
"It's just such a joy to have watched this intriguing project. So refreshing and educating. Not only to a filmmaker, who can learn what can be achieved in 5 minutes of screen time, but also as audience, who may not be so ready for so much love in such short time.<br /><br />20 short films about love in Paris are all unique, but some of them, as expected, stand out. I thought the Tom Tykwer (Natalie Portman) segment was the best, although the mimes made me smile inside just the same.<br /><br />I clicked on ""spoilers"" option for this review bus alas...what you read is a spoiler enough. Just watch it. Don't read what I write, but watch the movie instead.<br /><br />And smile.",1
"Every country which has a working film industry has some sane (and maybe some insane) artist which make movies that you can only completely understand when you're a part of this country. I guess Hundstage is such a movie.<br /><br />You see the lowest level of Austria's society, dirty, disturbed, weird, hateful. But they still have enough money so they can afford tuned cars and big houses. And they are definitely doing a lot of strange things here which maybe seems for them 'normal' because they're doing it through their whole life. From a normal human viewpoint you can now easily follow the movie and be disgusted or fascinated and watch a fine piece of Austria's art movies.<br /><br />But if you LIVE here and you know the people you see the characters in Hundstage as the tumor of the society. A society that is going more insane from day to day, creating their own rules that nobody else can understand, cave the social system from within. And you SEE the people. Sitting in the park, standing at the opposite street corner, queuing in the same line. Maybe you meet 'em in a bar or a disco you may visit. Maybe you even work with them in your job or they are living next to your house. You start to hate them without exactly knowing why. You'll try to get away - but you cannot. Maybe you'll end up like them. But it seems 'normal' for you because you're doing it through your whole life now...<br /><br />Life isn't so bright though Austria is one of the richest countries in the world. It has beautiful people... but some are also ugly. There are a lot of hard working persons trying their best... but there are also some riding on the back of others and destroying everything that the folk of Austria has built up so far.<br /><br />A very pessimistic movie.",1
"If you want your vision of Chaplin limited to a lovable tramp and you get your belly laughs from pathos, watch something else. If, however, you love slapstick comedy as performed by one of the best, do watch this one.<br /><br />The image is of the tramp who really cannot get the girl. He spots another couple kissing on a park bench, and he has a blast ruining their fun.<br /><br />This is one of Chaplin's ""park comedies,"" filmed in Mack Sennett's park, with pickpockets and cops and couples. These shorts work, as the format allows Chaplin to shine as he weaves through predicaments.<br /><br />I checked the box, as this could be considered a spoiler, though it's not if you've seen these films. Everyone ends up in the pond except Chaplin. He gets the girl, who in this case was played by Minta Durfee, a.k.a. Mrs. Roscoe ""Fatty"" Arbuckle.",1
"THIS CONTAINS SPOILERS.<br /><br />I have rarely seen a film that is as unbelievable as this one is. And being French, it tries for depth by being enigmatic nothing really makes any sense.<br /><br />Léo is gay and has just announced at breakfast to his family that he is HIV positive. The youngest brother, Marcel, has not yet come down to breakfast, and the first thing the family does is decide that at 12 years of age he is too young to be told. Maybe if he was four or five, but twelve? The first totally unbelievable thing is that the family doesn't even ask where or how he got the virus, how long he has known about it nothing is asked. They only worry about Marcel finding out. This is a very close knit provincial family, but although they decide not to let Marcel know about Léo's HIV positive status nor the fact of his being gay, the rest of the family accepts all this news with absolutely no questions or reactions. How many families do you know where the parents/brothers wouldn't have at least SOME reaction to one of the members announcing that he is gay? Here, nothing.<br /><br />Léo decides that he needs to go to Paris to see his ex-lover. And he decides to go on the trip with, of all people, Marcel. Do you know anyone who would bring his little brother along to go see a lover? Again, totally unbelievable, especially since Marcel is not supposed to know either of his medical problems nor of his homosexuality. If this is the way the family has decided to let him find out, it is rather brutal and again unbelievable.<br /><br />Léo goes to find his lover, Aymeric, at his work in a Paris bar. The owner says that Aymeric will not be there until the early evening. But why would Léo want to see him at work? Why not phone and arrange to see him in some place more private where they can really talk? Why not go and see him at his home? But no, Léo shows up later in the day (with Marcel in tow) and is surprised when Aymeric doesn't just drop everything to go walk with him for 5 minutes. Aymeric tells him that he is no longer available, that it was Léo who left him, and that Léo hadn't replied to any of his letters. Léo says ""But I love you"" and then wanders off. But if he really loved Aymeric, wouldn't he have at least told him about his HIV status, to warn him to get tested and maybe get medication? This would be the least he could do  but not a peep. He leaves and doesn't even warn Aymeric that he might have contracted the AIDS virus. This is totally irresponsible of him  and of the film-makers; this film was apparently made for a French TV series for young people  it is the perfect way to show kids how to be responsible. Well, not here I guess ""Every man for himself"" is still the French way of doing things Another aspect of the film which was totally unbelievable was the ""touchy-feely"" aspect. Everyone is always leaning against someone, caressing someone or kissing someone. Inside the family and outside the family. I have never seen anyone in France be THIS physical, never mind an entire family. Seated at the breakfast table, one 17 year old brother has his leg perched on the lap of his elder brother, and the elder brother is caressing his leg as everyone sits around discussing something. How many brothers do you know who are THAT physically close? In another scene, the same 17 year old comes into Marcel's room asking ""What's the matter, can't you sleep?"", then takes off his clothes and, completely naked, gets into bed with his brother and snuggles up to him as if they were lovers. This and another similar scene between Léo and Marcel gave a somewhat incestuous feel to the film. Sorry, again I don't believe that this is regular behaviour between teenage brothers.<br /><br />The only good thing I can say about the film is that the actors are all quite fine especially Marcel in the main role. But it wasn't really enough HIV and AIDS are far too serious to be presented in such a vague and irresponsible light. At the end of the film, the family has gone to the cemetery to bury Léo, but once again, Marcel has been left out of it  he has been left in the care of a cousin (I think). Nevertheless he sneaks out and watches the funeral from afar. Is this what such a close-knit family would have done? It is totally inconceivable that they would not have included him in his brother's funeral. It was the last scene of the film, and it was the last straw for this viewer.",0
Two sailors are on leave--ladies man Joseph Brady (Gene Kelly) and shy innocent Clarence Doolittle (Frank Sinatra). They meet beautiful Susan Abbott (Kathryn Grayson) and both fall in love with her. There's more but you've probably guessed it.<br /><br />The story (even for a 1940s musical) is ridiculous and everything is so nice and wholesome--gets annoying pretty quick. Also this movie is far too long. It's 140 minutes and that's way too much for such a silly story. There are also some boring numbers by Jose Iturbi and his orchestra. Still this is worth catching.<br /><br />When Kelly is dancing or Sinatra or Grayson are singing this becomes magical. None of the songs are particularly memorable but Sinatra had such a beautiful voice you won't care. It's shot in rich Technicolor with all the gloss MGM had. The acting is OK--Kelly is fine (although seeing him as a ladies man is pushing it) and Sinatra is just great (although seeing HIM as a shy guy was pushing it too!). Grayson is given nothing to do but she's incredibly beautiful to look at. Some shots of her literally took my breath away! There are plenty of highlights here: Sinatra and Kelly's big dancing and singing number; Sinatra singing anything; Grayson's two songs and the justly famous animated sequence in which Kelly dances with Jerry--an animated mouse! Tom does a funny cameo too. Also there's little Dean Stockwell who steals every scene he's in.<br /><br />So it's too long and the plot just doesn't hold up but it's still worth catching. This was a huge hit in its day.,1
"Imagine turning out the lights in your remote farmhouse on a cold night, and then going to bed. There's no need to lock the doors. The only sound is the wind whistling through the trees. Sometime after midnight a car with lights off inches up the driveway. Moments later an intruder beams a flashlight into your darkened living room.<br /><br />What makes this image so scary is the setting: a remote farmhouse ... at night. Based on Truman Capote's best-selling book, and with B&W lighting comparable to the best 1940's noir films, ""In Cold Blood"" presents a terrifying story, especially in that first Act, as the plot takes place largely at night and on rain drenched country roads. It's the stuff of nightmares. But this is no dream. The events really happened, in 1959.<br /><br />Two con men with heads full of delusions kill an entire Kansas family, looking for a stash of cash that doesn't exist. Director Richard Brooks used the actual locations where the real-life events occurred, even the farmhouse ... and its interior! It makes for a memorable, and haunting, film.<br /><br />Both of the lead actors closely resemble the two real-life killers. Robert Blake is more than convincing as Perry Smith, short and stocky with a bum leg, who dreams of finding Cortez' buried treasure. Scott Wilson is almost as good as Dick Hickock, the smooth-talking con artist with an all-American smile.<br /><br />After their killing spree, the duo head to Mexico. Things go awry there, so they come back to the U.S., stealing cars, hitchhiking, and generally being miserable as they roam from place to place. But it's a fool's life, and the two outlaws soon regret their actions. The film's final twenty minutes are mesmerizing, as the rain falls, the rope tightens, and all we hear is the pounding of a beating heart.<br /><br />Even with its somewhat mundane middle Act, ""In Cold Blood"" stages in riveting detail a real-life story that still hypnotizes, nearly half a century later. It's that setting that does it. Do you suppose people in rural Kansas still leave their doors unlocked ... at night?",1
"This is an awesome action film with great one liners from Arnie!. It's stylishly made, with lots of tense action to keep one satisfied. The Characters were awesome, and Richard Dawson, is very menacing as the main villain. Yes it has tons of plot holes,however it's highly highly entertaining, with a great ending as well. It had a great story, too it, and Arnie and Maria Conchita Alonso had great chemistry together. The Character development was also pretty good, with, some superb performances. The Directing is great!. Paul Michael Glaser, does a very good job here, with awesome use of colors, keeping it stylish throughout, awesome camera angles, and overall keeping the film at a very fast pace! good job. There is a little bit of gore. We get a few bloody gunshot wounds, exploding head, slit throat, bloody chainsaw slices, skinless corpses, blood, and an impaling. The Acting is great!. Arnold Schwarzenegger is AMAZING as always, he is excellent in the acting department , has tons of hilarious one liners, kicks that ass, and as always is a big physical presence!, and was tons of fun to watch! (Arnie Rules!). Maria Conchita Alonso, does well here, she was really cute, and had good chemistry with Arnie!. Yaphet Kotto, is decent here, with what he has to do, which is not much. Marvin J. McIntyre, is good as the geeky type guy, he was cool!. Richard Dawson is awesome as the main villain, and was very very menacing, and he was fun to watch. Jesse Ventura,Jim Brown,Erland van Lidth,Gus Rethwisch,and Professor Toru Tanaka, all do what they have to do very well as the stalkers. Overall a MUST see! ****1/2 out of 5",1
"never before has a film driven me to write a review but this was just dire.i stuck with it trying to find what it was about this film that made snoop pick it as his first serious role but frankly it was a poor choice.maybe this made a good book but it certainly did not work for me as a film.i found it unbelievable,lacking atmosphere and i found many of the scenes hideously stilted.a musical maestro he may be but a serious actor snoop ain't.the acting by Dylan mcdermott and rose byrne was passable but not enough to carry a weak plot with feeble dialogue. perhaps i have just entirely missed the point but to me it didn't fit into any genre,it didn't elicit any empathy with the characters nor did it create any suspense,in fact i found myself praying for the end and quelling a deep desire to slap all three of the main characters!",0
"Something I really love about this woman's short films was the elusiveness of theme -- especially in ""Living with Happiness."" This film has some nice beginnings -- unusual location and the potential for a strange cinematic treatment, but fails to succeed with clunky expositional dialogue, patchy performances and very television coverage.<br /><br />It's once again charming television and very ordinary cinema. The ideas are so fleshed out that they almost feel pat like a television commercial. But the sentiment is good so we can't complain too much.<br /><br />I really would love to see this director make a full length animation and try and work with a producer who doesn't demand so much boring clarity.",0
I'm watching this on the Sci-Fi channel right now. It's so horrible I can't stop watching it! I'm a Videographer and this movie makes me sad. I feel bad for anyone associated with this movie. Some of the camera work is good. Most is very questionable. There are a few decent actors in the flick. Too bad they're surrounded by what must have been the director's relatives. That's the only way they could have been qualified to be in a movie! Music was a little better than the acting. If you get around to watching this I hope it's because there was absolutely NO other option! The sequel (yes sequel) is coming on now....I think I'll skip it! Jason,0
"this movie is awesome. sort of. it dosent really say much, or do much, but it is an awesome movie to watch because of how stupid it is. the high school is taken over by evil ms.togar that hates the one thing that all the students love, rock& roll. riff randle get everyone tickets for the ramones show, and this movie peaks with a take over of the school led my riff randle & the ramones. this movie has everything, a bad script, questionable directing, bad actors(ie clint howard & p.j. soles), an awesome soundtrack,extreme campyness, these elements & much more come together to make this what it is,a classic.<br /><br />note - during the live ramones set, notice that darby crash of the germs is in the front of the crowd. neat-o.",1
